"field_id","field_name","unit_name","category_name","item_count","priority","notes"
26632,"Volume of CA3-body (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA3-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26633,"Volume of GC-ML-DG-body (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of GC-ML-DG-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26634,"Volume of CA4-head (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA4-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26635,"Volume of CA4-body (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA4-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26636,"Volume of fimbria (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of fimbria in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26637,"Volume of CA3-head (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA3-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26638,"Volume of HATA (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of HATA in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26639,"Volume of Whole-hippocampal-body (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Whole-hippocampal-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26640,"Volume of Whole-hippocampal-head (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Whole-hippocampal-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26641,"Volume of Whole-hippocampus (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Whole-hippocampus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26642,"Volume of Hippocampal-tail (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Hippocampal-tail in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26643,"Volume of subiculum-body (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of subiculum-body in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26644,"Volume of CA1-body (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA1-body in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26645,"Volume of subiculum-head (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of subiculum-head in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26646,"Volume of hippocampal-fissure (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of hippocampal-fissure in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26647,"Volume of presubiculum-head (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of presubiculum-head in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26648,"Volume of CA1-head (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA1-head in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26649,"Volume of presubiculum-body (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of presubiculum-body in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26650,"Volume of parasubiculum (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of parasubiculum in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26651,"Volume of molecular-layer-HP-head (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of molecular-layer-HP-head in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26652,"Volume of molecular-layer-HP-body (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of molecular-layer-HP-body in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26653,"Volume of GC-ML-DG-head (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of GC-ML-DG-head in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26654,"Volume of CA3-body (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA3-body in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26655,"Volume of GC-ML-DG-body (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of GC-ML-DG-body in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26656,"Volume of CA4-head (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA4-head in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26657,"Volume of CA4-body (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA4-body in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26658,"Volume of fimbria (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of fimbria in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26659,"Volume of CA3-head (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CA3-head in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26660,"Volume of HATA (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of HATA in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26661,"Volume of Whole-hippocampal-body (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Whole-hippocampal-body in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26662,"Volume of Whole-hippocampal-head (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Whole-hippocampal-head in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26663,"Volume of Whole-hippocampus (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Whole-hippocampus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields"
26664,"Volume of MGN (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of MGN in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26665,"Volume of LGN (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of LGN in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26666,"Volume of PuI (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of PuI in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26667,"Volume of PuM (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of PuM in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26668,"Volume of L-Sg (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of L-Sg in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26669,"Volume of VPL (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of VPL in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26670,"Volume of CM (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CM in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26671,"Volume of VLa (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of VLa in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26672,"Volume of PuA (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of PuA in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26673,"Volume of MDm (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of MDm in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26674,"Volume of Pf (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Pf in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26675,"Volume of VAmc (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of VAmc in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26676,"Volume of MDl (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of MDl in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26677,"Volume of CeM (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CeM in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26678,"Volume of VA (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of VA in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26679,"Volume of MV(Re) (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of MV(Re) in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26680,"Volume of VM (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of VM in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26681,"Volume of CL (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CL in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26682,"Volume of PuL (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of PuL in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26683,"Volume of Pt (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Pt in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26684,"Volume of AV (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of AV in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26685,"Volume of Pc (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of Pc in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26686,"Volume of VLp (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of VLp in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26687,"Volume of LP (left hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of LP in the left hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26688,"Volume of LGN (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of LGN in the right hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26689,"Volume of MGN (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of MGN in the right hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26690,"Volume of PuI (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of PuI in the right hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26691,"Volume of PuM (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of PuM in the right hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26692,"Volume of L-Sg (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of L-Sg in the right hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26693,"Volume of VPL (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of VPL in the right hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26694,"Volume of CM (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of CM in the right hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
26695,"Volume of VLa (right hemisphere)","mm3","Freesurfer subsegmentation",41470,41470,"Volume of VLa in the right hemisphere generated by subcortical volumetric sub-segmentation of the Thalamic Nuclei"
